LOCAL_AIRPORT_CODE,LOCAL_AIRPORT,AIRLINE_CODE,FLIGHT_NUMBER,FREQUENCY,ARRIVAL_DEPARTURE_FLAG,SOURCE_DESTINATION_CODE,SOURCE_DESTINATION,SCHED_TIME,TIME_ZONE,air_time,Economy,Business,X,train_number,Train Name,SEQ,Arrival time,departure_time,Distance,Source Station,Source Station Name,Dest Station Code,Dest station_name,DAY,SL,1A,2A,3A
PNQ,PUNE,AI,513,123457,2,GOI,NETAJI SUBHAS CHANDRA BOSE,1150,IST,184,2310,5480,x,51911,DLI-SMQL-SRE,11,14:06:00,14:07:00,38,DLI,DELHI JN.,BPM,BAGHPAT ROAD,1234567,130,510,660,970
PNQ,PUNE,SG,981,1467,1,MAA,NETAJI SUBHAS CHANDRA BOSE,120,IST,185,1070,6380,x,51911,DLI-SMQL-SRE,12,14:15:00,14:16:00,44,DLI,DELHI JN.,SUJR,SUJRA,134567,230,410,760,1070
PNQ,PUNE,G8,895,7,2,BLR,NETAJI SUBHAS CHANDRA BOSE,1705,IST,185,2580,6400,x,51911,DLI-SMQL-SRE,13,14:22:00,14:23:00,48,DLI,DELHI JN.,AIH,ALAWALPUR ID,134567,170,610,880,980
PNQ,PUNE,9W,371,1234567,2,DEL,NETAJI SUBHAS CHANDRA BOSE,745,IST,185,2200,5150,x,51911,DLI-SMQL-SRE,14,14:28:00,14:29:00,51,DLI,DELHI JN.,BADK,BARKA HALT,134567,260,540,790,1090
PNQ,PUNE,9W,494,1234567,2,MAA,NETAJI SUBHAS CHANDRA BOSE,2025,IST,185,2520,6600,x,51911,DLI-SMQL-SRE,15,14:34:00,14:35:00,54,DLI,DELHI JN.,BTU,BARAUT,134567,250,500,890,970
PNQ,PUNE,G8,633,1234567,1,AMD,NETAJI SUBHAS CHANDRA BOSE,2230,IST,186,1710,5270,x,51911,DLI-SMQL-SRE,16,14:42:00,14:43:00,59,DLI,DELHI JN.,BAOL,BAWLI HALT,124567,290,510,750,960
PNQ,PUNE,G8,394,1234567,1,CCU,COIMBATORE,50,IST,186,2500,5160,x,51911,DLI-SMQL-SRE,17,14:50:00,14:51:00,63,DLI,DELHI JN.,KPKI,QASIMPUR KHE,124567,170,470,690,940
PNQ,PUNE,G8,292,1234567,1,BLR,COCHIN,55,IST,188,2170,7530,x,51911,DLI-SMQL-SRE,18,14:57:00,14:58:00,67,DLI,DELHI JN.,BDHP,BHUDPUR,3,140,320,800,1000
PNQ,PUNE,9W,2491,123457,1,MAA,COCHIN,1155,IST,188,2870,5460,x,51911,DLI-SMQL-SRE,19,15:04:00,15:05:00,71,DLI,DELHI JN.,ASAR,ASRA HALT,124567,300,430,880,960
PNQ,PUNE,S2,4494,134567,2,CCU,COCHIN,340,IST,188,2930,5240,x,51911,DLI-SMQL-SRE,20,15:10:00,15:11:00,73,DLI,DELHI JN.,AILM,AILAM HALT,123456,300,580,820,950
PNQ,PUNE,G8,451,1234567,1,MAA,COCHIN,2240,IST,189,2000,7160,x,51911,DLI-SMQL-SRE,21,15:20:00,15:22:00,79,DLI,DELHI JN.,KQL,KANDHLA,134567,200,560,670,960
PNQ,PUNE,9W,366,6,2,DEL,COCHIN,1045,IST,189,2380,5090,x,51911,DLI-SMQL-SRE,22,15:39:00,15:40:00,86,DLI,DELHI JN.,KZI,KHANDRAWALI,134567,170,300,670,900
PNQ,PUNE,6E,794,123457,1,CCU,COCHIN,2200,IST,191,2940,5070,x,51911,DLI-SMQL-SRE,23,15:47:00,15:48:00,89,DLI,DELHI JN.,GLBN,GUJRAN-BALWA,134567,190,410,760,1040
PNQ,PUNE,6E,135,123457,1,NAG,COCHIN,1355,IST,191,1670,7720,x,51911,DLI-SMQL-SRE,24,15:57:00,16:00:00,93,DLI,DELHI JN.,SMQL,SHAMLI,134567,250,390,870,1100
PNQ,PUNE,6E,159,6,2,MAA,INDIRA GANDHI,610,IST,191,1020,6650,x,51911,DLI-SMQL-SRE,25,16:09:00,16:10:00,100,DLI,DELHI JN.,SLWR,SILAWAR,1234567,140,470,780,920
PNQ,PUNE,SG,516,123457,1,BLR,INDIRA GANDHI,1145,IST,193,1300,7970,x,51911,DLI-SMQL-SRE,26,16:16:00,16:17:00,104,DLI,DELHI JN.,HIND,HIND,2,270,510,840,1080
PNQ,PUNE,I5,1426,13457,1,BLR,INDIRA GANDHI,1435,IST,193,1070,6220,x,51911,DLI-SMQL-SRE,27,16:24:00,16:25:00,108,DLI,DELHI JN.,HHP,HARHAR FATEH,2,200,560,790,980
PNQ,PUNE,UK,986,1234567,2,CCU,INDIRA GANDHI,340,IST,193,1390,5680,x,51911,DLI-SMQL-SRE,28,16:31:00,16:32:00,112,DLI,DELHI JN.,TBTN,THANA BHAWAN,2,220,320,660,990
PNQ,PUNE,UK,990,1234567,2,DEL,INDIRA GANDHI,515,IST,193,1650,6650,x,51911,DLI-SMQL-SRE,29,16:39:00,16:40:00,115,DLI,DELHI JN.,THBN,THANA BHAWAN,1234567,210,400,850,1080
PNQ,PUNE,I5,1426,123457,2,JAI,INDIRA GANDHI,1455,IST,193,2850,7240,x,51911,DLI-SMQL-SRE,30,16:50:00,16:51:00,125,DLI,DELHI JN.,NNX,NANAUTA,1234567,230,330,810,1040
PNQ,PUNE,6E,134,6,2,NAG,INDIRA GANDHI,1020,IST,193,2200,7310,x,51911,DLI-SMQL-SRE,31,16:58:00,16:59:00,131,DLI,DELHI JN.,SNAP,SONA ARJUNPU,1234567,180,330,810,960
PNQ,PUNE,6E,408,1234567,1,BLR,INDIRA GANDHI,650,IST,194,1520,7330,x,51911,DLI-SMQL-SRE,32,17:05:00,17:06:00,136,DLI,DELHI JN.,RPMN,RAMPUR MANIH,1234567,130,440,660,1080
PNQ,PUNE,G8,283,1234567,1,BLR,INDIRA GANDHI,705,IST,194,2140,7990,x,51911,DLI-SMQL-SRE,33,17:13:00,17:14:00,141,DLI,DELHI JN.,BNQL,BHANKALA,1234567,260,500,730,950
PNQ,PUNE,G8,173,6,1,DEL,INDIRA GANDHI,1015,IST,194,1860,7270,x,51911,DLI-SMQL-SRE,34,17:20:00,17:21:00,146,DLI,DELHI JN.,MNZ,MANANI,1234567,170,520,850,1080
PNQ,PUNE,UK,997,1234567,1,DEL,INDIRA GANDHI,1930,IST,194,2210,7210,x,51911,DLI-SMQL-SRE,35,17:30:00,17:31:00,157,DLI,DELHI JN.,TPZ,TAPRI JN.,1234567,220,550,760,1100
PNQ,PUNE,6E,547,6,2,MAA,INDIRA GANDHI,2225,IST,194,1600,7740,x,51911,DLI-SMQL-SRE,36,17:50:00,17:50:00,163,DLI,DELHI JN.,SRE,SAHARANPUR J,1234567,220,540,760,960
PNQ,PUNE,G8,893,7,1,BLR,INDIRA GANDHI,1635,IST,195,2160,7350,x,51913,DLI-SMQL-SRE,2,18:21:00,18:23:00,6,DLI,DELHI JN.,DSA,DELHI-SHAHDA,2,190,540,770,1090
PNQ,PUNE,I5,1426,6,1,BLR,INDIRA GANDHI,1700,IST,195,2440,7670,x,51913,DLI-SMQL-SRE,3,18:32:00,18:33:00,11,DLI,DELHI JN.,BHHZ,BEHTA HAZIPU,134567,200,570,890,920
PNQ,PUNE,I5,1427,13457,1,JAI,INDIRA GANDHI,1905,IST,195,1540,7100,x,51913,DLI-SMQL-SRE,4,18:39:00,18:40:00,14,DLI,DELHI JN.,NOLI,NOLI,134567,230,370,790,960
PNQ,PUNE,I5,1426,6,2,JAI,INDIRA GANDHI,1725,IST,195,2520,5650,x,51913,DLI-SMQL-SRE,5,18:46:00,18:47:00,18,DLI,DELHI JN.,NTG,NUSRATABAD K,134567,210,510,740,1020
PNQ,PUNE,6E,202,7,1,BLR,INDIRA GANDHI,1730,IST,196,1690,6760,x,51913,DLI-SMQL-SRE,6,18:53:00,18:54:00,22,DLI,DELHI JN.,GTRA,GOTRA,2,120,350,750,960
PNQ,PUNE,9W,498,1234567,1,MAA,INDIRA GANDHI,40,IST,196,1540,6870,x,51913,DLI-SMQL-SRE,7,19:00:00,19:01:00,25,DLI,DELHI JN.,FAP,FAKHARPUR HA,2,280,500,830,1080
PNQ,PUNE,AI,854,1234567,2,DEL,INDIRA GANDHI,2200,IST,197,2640,6800,x,51913,DLI-SMQL-SRE,8,19:07:00,19:08:00,28,DLI,DELHI JN.,KEX,KHEKRA,2457,160,640,760,910
PNQ,PUNE,SG,929,1467,2,MAA,INDIRA GANDHI,150,IST,197,1270,7730,x,51913,DLI-SMQL-SRE,9,19:14:00,19:15:00,32,DLI,DELHI JN.,SFA,SUNEHRA,2457,290,490,830,940
PNQ,PUNE,6E,528,2,1,COK,INDIRA GANDHI,1500,IST,198,2990,7240,x,51913,DLI-SMQL-SRE,10,19:20:00,19:21:00,35,DLI,DELHI JN.,AHQ,AHERA,1234567,250,620,820,1020
PNQ,PUNE,9W,2574,1234567,1,HYD,INDIRA GANDHI,2225,IST,198,2370,7780,x,51913,DLI-SMQL-SRE,11,19:26:00,19:27:00,38,DLI,DELHI JN.,BPM,BAGHPAT ROAD,1234567,200,340,820,1100
PNQ,PUNE,6E,523,1234567,2,CCU,INDIRA GANDHI,605,IST,198,2520,5610,x,51913,DLI-SMQL-SRE,12,19:35:00,19:36:00,44,DLI,DELHI JN.,SUJR,SUJRA,1234567,200,540,660,980
PNQ,PUNE,G8,278,1234567,2,DEL,INDIRA GANDHI,2055,IST,198,2800,6660,x,51913,DLI-SMQL-SRE,13,19:42:00,19:43:00,48,DLI,DELHI JN.,AIH,ALAWALPUR ID,1234567,110,320,850,950
PNQ,PUNE,AI,513,123457,2,GOI,INDIRA GANDHI,1150,IST,198,2270,5460,x,51913,DLI-SMQL-SRE,14,19:48:00,19:49:00,51,DLI,DELHI JN.,BADK,BARKA HALT,1234567,180,470,700,980
PNQ,PUNE,I5,1424,2,1,BLR,INDIRA GANDHI,200,IST,200,2750,7570,x,51913,DLI-SMQL-SRE,15,19:54:00,19:55:00,54,DLI,DELHI JN.,BTU,BARAUT,1234567,240,640,710,920
PNQ,PUNE,G8,283,1234567,1,BLR,INDIRA GANDHI,710,IST,200,2890,7940,x,51913,DLI-SMQL-SRE,16,20:02:00,20:03:00,59,DLI,DELHI JN.,BAOL,BAWLI HALT,1234567,260,380,790,1090
PNQ,PUNE,6E,528,6,1,BLR,INDIRA GANDHI,1830,IST,200,2810,7680,x,51913,DLI-SMQL-SRE,17,20:08:00,20:09:00,63,DLI,DELHI JN.,KPKI,QASIMPUR KHE,1234567,130,380,880,990
PNQ,PUNE,6E,528,6,1,COK,INDIRA GANDHI,1820,IST,200,2940,7850,x,51913,DLI-SMQL-SRE,18,20:17:00,20:18:00,67,DLI,DELHI JN.,BDHP,BHUDPUR,1234567,270,600,760,1000
PNQ,PUNE,9W,2822,1234567,1,HYD,INDIRA GANDHI,715,IST,200,2920,7750,x,51913,DLI-SMQL-SRE,19,20:24:00,20:25:00,71,DLI,DELHI JN.,ASAR,ASRA HALT,1234567,220,360,890,1080
PNQ,PUNE,SG,981,134567,1,MAA,INDIRA GANDHI,120,IST,200,2850,7630,x,51913,DLI-SMQL-SRE,20,20:30:00,20:31:00,73,DLI,DELHI JN.,AILM,AILAM HALT,12346,190,380,840,950
PNQ,PUNE,9W,2844,2,2,AMD,INDIRA GANDHI,1335,IST,200,2980,7740,x,51913,DLI-SMQL-SRE,21,20:37:00,20:39:00,79,DLI,DELHI JN.,KQL,KANDHLA,1234567,110,580,690,920
PNQ,PUNE,I5,1427,123457,1,JAI,INDIRA GANDHI,1350,IST,201,3420,9310,x,51913,DLI-SMQL-SRE,22,20:57:00,20:58:00,86,DLI,DELHI JN.,KZI,KHANDRAWALI,12346,200,330,680,980
PNQ,PUNE,6E,385,1234567,1,MAA,INDIRA GANDHI,5,IST,201,3620,9390,x,51913,DLI-SMQL-SRE,23,21:03:00,21:04:00,89,DLI,DELHI JN.,GLBN,GUJRAN-BALWA,57,300,310,710,1100
PNQ,PUNE,9W,366,6,2,DEL,INDIRA GANDHI,1045,IST,201,4000,8250,x,51913,DLI-SMQL-SRE,24,21:13:00,21:15:00,93,DLI,DELHI JN.,SMQL,SHAMLI,57,280,520,680,980
PNQ,PUNE,9W,2491,123457,2,IDR,INDIRA GANDHI,1225,IST,201,3660,9660,x,51913,DLI-SMQL-SRE,25,21:26:00,21:27:00,104,DLI,DELHI JN.,HIND,HIND,1234567,110,480,720,960
PNQ,PUNE,G8,633,1234567,2,MAA,INDIRA GANDHI,2300,IST,201,3690,8770,x,51913,DLI-SMQL-SRE,26,21:36:00,21:37:00,112,DLI,DELHI JN.,TBTN,THANA BHAWAN,1234567,260,310,690,920
PNQ,PUNE,6E,122,1234567,2,HYD,INDIRA GANDHI,2355,IST,202,3970,9420,x,51913,DLI-SMQL-SRE,27,21:42:00,21:43:00,115,DLI,DELHI JN.,THBN,THANA BHAWAN,123456,300,610,840,1010
PNQ,PUNE,9W,618,6,1,BOM,INDIRA GANDHI,1010,IST,203,4360,9870,x,51913,DLI-SMQL-SRE,28,21:58:00,22:00:00,125,DLI,DELHI JN.,NNX,NANAUTA,7,130,400,900,910
PNQ,PUNE,6E,116,1234567,1,JAI,INDIRA GANDHI,2355,IST,203,4940,8100,x,51913,DLI-SMQL-SRE,29,22:33:00,22:34:00,136,DLI,DELHI JN.,RPMN,RAMPUR MANIH,1234567,140,400,670,930
PNQ,PUNE,9W,2844,6,2,AMD,INDIRA GANDHI,1045,IST,203,3760,9880,x,51913,DLI-SMQL-SRE,30,22:46:00,22:47:00,146,DLI,DELHI JN.,MNZ,MANANI,1234567,160,440,890,1080
PNQ,PUNE,6E,117,1234567,2,JAI,INDIRA GANDHI,25,IST,203,3820,10400,x,51913,DLI-SMQL-SRE,31,22:58:00,23:00:00,157,DLI,DELHI JN.,TPZ,TAPRI JN.,1234567,140,530,880,900
PNQ,PUNE,9W,365,123457,1,DEL,INDIRA GANDHI,1040,IST,204,4360,9940,x,51913,DLI-SMQL-SRE,32,23:35:00,23:35:00,163,DLI,DELHI JN.,SRE,SAHARANPUR J,1234567,260,540,750,1100
PNQ,PUNE,6E,496,123457,1,HYD,INDIRA GANDHI,1545,IST,204,4500,8610,x,51915,DLI-FN PASSE,2,0:26:00,0:27:00,4,DLI,DELHI JN.,DEE,DELHI-SARAI,1234567,190,620,680,980
PNQ,PUNE,I5,1427,2,1,JAI,INDIRA GANDHI,1900,IST,204,3620,10320,x,51915,DLI-FN PASSE,3,0:32:00,0:33:00,7,DLI,DELHI JN.,PTNR,PATEL NAGAR,123457,260,360,790,980
PNQ,PUNE,6E,135,7,2,CCU,INDIRA GANDHI,1425,IST,204,4870,10260,x,51915,DLI-FN PASSE,4,0:43:00,0:45:00,14,DLI,DELHI JN.,DEC,DELHI CANTT,1234567,120,450,690,960
PNQ,PUNE,G8,175,1234567,1,DEL,INDIRA GANDHI,2200,IST,205,3070,9320,x,51915,DLI-FN PASSE,5,0:52:00,0:53:00,17,DLI,DELHI JN.,PM,PALAM,1234567,150,380,840,960
PNQ,PUNE,I5,1427,123457,2,BLR,INDIRA GANDHI,1920,IST,205,3930,10710,x,51915,DLI-FN PASSE,6,0:57:00,0:58:00,21,DLI,DELHI JN.,SMDP,SHAHABAD MUH,1234567,140,370,680,1100
PNQ,PUNE,9W,2845,26,1,AMD,INDIRA GANDHI,1705,IST,206,3320,10010,x,51915,DLI-FN PASSE,7,1:03:00,1:04:00,24,DLI,DELHI JN.,BWSN,BIJWASAN,1234567,140,510,870,1020
PNQ,PUNE,AI,849,3,1,DEL,INDIRA GANDHI,1810,IST,206,4650,10180,x,51915,DLI-FN PASSE,8,1:12:00,1:13:00,31,DLI,DELHI JN.,GGN,GURGAON,1234567,290,550,820,1020
PNQ,PUNE,9W,363,1234567,1,DEL,INDIRA GANDHI,2325,IST,207,4650,10350,x,51915,DLI-FN PASSE,9,1:18:00,1:19:00,35,DLI,DELHI JN.,BDXT,BASAI DHANKO,2457,150,370,870,980
PNQ,PUNE,6E,385,134567,1,MAA,INDIRA GANDHI,5,IST,208,4470,8940,x,51915,DLI-FN PASSE,10,1:25:00,1:26:00,40,DLI,DELHI JN.,GHH,GARHI HARSAR,1234567,110,490,700,900
PNQ,PUNE,6E,135,123457,1,NAG,INDIRA GANDHI,1355,IST,208,3460,9700,x,51915,DLI-FN PASSE,11,1:41:00,1:42:00,48,DLI,DELHI JN.,STKW,SULTANPUR KA,1234567,280,440,730,980
PNQ,PUNE,I5,1425,2,2,BLR,INDIRA GANDHI,225,IST,209,4590,10630,x,51915,DLI-FN PASSE,12,1:55:00,1:55:00,52,DLI,DELHI JN.,FN,FARUKHNAGAR,136,240,500,860,1090
PNQ,PUNE,SG,424,1234567,1,BLR,INDIRA GANDHI,2245,IST,210,4620,10620,x,52912,ADIJ-RUJ FAS,2,17:52:00,17:54:00,7,ADIJ,AHMEDABAD JN.,SBIC,SABARMATI JN,1234567,290,340,760,1050
PNQ,PUNE,9W,796,7,1,LKO,INDIRA GANDHI,1445,IST,210,4130,8350,x,52912,ADIJ-RUJ FAS,3,18:13:00,18:15:00,16,ADIJ,AHMEDABAD JN.,KHD,KHODIYAR,136,110,300,750,930
PNQ,PUNE,9W,786,12345,2,DEL,INDIRA GANDHI,1530,IST,210,3630,9630,x,52912,ADIJ-RUJ FAS,4,18:28:00,18:30:00,27,ADIJ,AHMEDABAD JN.,KLLF,KALOL,136,240,640,780,980
PNQ,PUNE,6E,202,123457,1,AMD,INDIRA GANDHI,1725,IST,211,4360,8280,x,52912,ADIJ-RUJ FAS,5,18:55:00,18:57:00,47,ADIJ,AHMEDABAD JN.,KADI,KADI,123457,110,430,670,960
PNQ,PUNE,S2,4444,1234567,1,BOM,INDIRA GANDHI,350,IST,211,4020,10680,x,52912,ADIJ-RUJ FAS,6,19:09:00,19:10:00,59,ADIJ,AHMEDABAD JN.,BHAN,BHOYANI,1234567,140,520,860,900
PNQ,PUNE,G8,284,1234567,1,NAG,INDIRA GANDHI,2155,IST,211,4010,9680,x,52912,ADIJ-RUJ FAS,7,19:20:00,19:25:00,64,ADIJ,AHMEDABAD JN.,KTRD,KETOSAN ROAD,1234567,220,360,760,970
PNQ,PUNE,6E,338,1234567,2,COK,INDIRA GANDHI,245,IST,211,3250,9780,x,52912,ADIJ-RUJ FAS,8,19:34:00,19:35:00,71,ADIJ,AHMEDABAD JN.,DNPR,DHANPURA,1234567,250,360,800,1040
PNQ,PUNE,UK,998,123457,2,DEL,INDIRA GANDHI,1310,IST,211,3590,8400,x,52912,ADIJ-RUJ FAS,9,19:45:00,19:46:00,78,ADIJ,AHMEDABAD JN.,RTJ,RANTEJ,1234567,230,640,720,910
PNQ,PUNE,6E,402,1234567,2,DEL,INDIRA GANDHI,2030,IST,212,4460,8150,x,52912,ADIJ-RUJ FAS,10,19:55:00,19:56:00,83,ADIJ,AHMEDABAD JN.,DHLI,DETHLI,1234567,100,510,870,1010
PNQ,PUNE,9W,363,1234567,1,DEL,INDIRA GANDHI,2325,IST,214,3280,10740,x,52912,ADIJ-RUJ FAS,11,20:06:00,20:08:00,90,ADIJ,AHMEDABAD JN.,BHRJ,BECHRAJI,1234567,280,590,680,910
PNQ,PUNE,I5,1425,134567,2,BLR,DABOLIM,225,IST,214,4990,8470,x,52912,ADIJ-RUJ FAS,12,20:28:00,20:29:00,103,ADIJ,AHMEDABAD JN.,KVH,KHAMBHEL,1234567,150,550,900,980
PNQ,PUNE,SG,524,1234567,2,AMD,DABOLIM,2040,IST,215,4550,10220,x,52912,ADIJ-RUJ FAS,13,20:52:00,20:53:00,116,ADIJ,AHMEDABAD JN.,CSMA,CHANASMA JN.,1234567,290,430,860,1080
PNQ,PUNE,6E,6406,1234567,2,MAA,DABOLIM,40,IST,215,4170,9760,x,52912,ADIJ-RUJ FAS,14,21:30:00,0:00:00,134,ADIJ,AHMEDABAD JN.,RUJ,RANUJ,136,200,300,780,1020
PNQ,PUNE,6E,587,123457,2,HYD,DABOLIM,1615,IST,216,3280,9140,x,52914,ADIJ-RUJ FAS,2,7:58:00,8:00:00,7,ADIJ,AHMEDABAD JN.,SBIC,SABARMATI JN,123456,240,470,780,1010
PNQ,PUNE,SG,423,1234567,2,MAA,RAJIV GANDHI,2315,IST,216,3630,9370,x,52914,ADIJ-RUJ FAS,3,8:16:00,8:18:00,16,ADIJ,AHMEDABAD JN.,KHD,KHODIYAR,134567,110,430,870,960
PNQ,PUNE,AI,814,12345,2,IXC,RAJIV GANDHI,1400,IST,217,4350,8040,x,52914,ADIJ-RUJ FAS,4,8:35:00,8:43:00,27,ADIJ,AHMEDABAD JN.,KLLF,KALOL,134567,150,320,800,1000
PNQ,PUNE,9W,797,7,2,LKO,RAJIV GANDHI,1525,IST,220,3120,10740,x,52914,ADIJ-RUJ FAS,5,9:08:00,9:10:00,47,ADIJ,AHMEDABAD JN.,KADI,KADI,134567,120,540,760,1040
PNQ,PUNE,SG,937,1234567,2,DEL,RAJIV GANDHI,720,IST,224,4100,9230,x,52914,ADIJ-RUJ FAS,6,9:24:00,9:25:00,59,ADIJ,AHMEDABAD JN.,BHAN,BHOYANI,1234567,210,370,890,940
PNQ,PUNE,9W,786,6,2,DEL,RAJIV GANDHI,1735,IST,226,4760,9900,x,52914,ADIJ-RUJ FAS,7,9:35:00,9:40:00,64,ADIJ,AHMEDABAD JN.,KTRD,KETOSAN ROAD,1234567,260,510,780,1000
PNQ,PUNE,6E,528,123457,2,DEL,RAJIV GANDHI,1900,IST,228,3510,9050,x,52914,ADIJ-RUJ FAS,8,9:49:00,9:50:00,71,ADIJ,AHMEDABAD JN.,DNPR,DHANPURA,2,210,650,720,970
PNQ,PUNE,I5,1427,6,1,JAI,RAJIV GANDHI,2130,IST,229,4770,8400,x,52914,ADIJ-RUJ FAS,9,10:00:00,10:01:00,78,ADIJ,AHMEDABAD JN.,RTJ,RANTEJ,2,130,420,700,910
PNQ,PUNE,6E,135,123457,2,AMD,RAJIV GANDHI,1430,IST,236,3610,10800,x,52914,ADIJ-RUJ FAS,10,10:10:00,10:11:00,83,ADIJ,AHMEDABAD JN.,DHLI,DETHLI,1234567,280,350,830,1060
PNQ,PUNE,6E,221,1234567,2,BLR,RAJIV GANDHI,2345,IST,236,4120,10470,x,52914,ADIJ-RUJ FAS,11,10:21:00,10:23:00,90,ADIJ,AHMEDABAD JN.,BHRJ,BECHRAJI,1234567,280,500,840,990
PNQ,PUNE,S2,4350,1234567,2,DEL,RAJIV GANDHI,2300,IST,237,3430,9560,x,52914,ADIJ-RUJ FAS,12,10:46:00,10:47:00,103,ADIJ,AHMEDABAD JN.,KVH,KHAMBHEL,1234567,100,340,880,1040
PNQ,PUNE,9W,366,123457,2,DEL,RAJIV GANDHI,1115,IST,238,4070,10530,x,52914,ADIJ-RUJ FAS,13,11:10:00,11:11:00,116,ADIJ,AHMEDABAD JN.,CSMA,CHANASMA JN.,1234567,200,380,840,990
PNQ,PUNE,9W,786,123457,2,DEL,RAJIV GANDHI,1525,IST,239,4890,10810,x,52914,ADIJ-RUJ FAS,14,11:55:00,0:00:00,134,ADIJ,AHMEDABAD JN.,RUJ,RANUJ,1234567,120,390,890,1040
PNQ,PUNE,6E,758,7,2,BLR,RAJIV GANDHI,1305,IST,256,3680,9460,x,52939,ADI - BTDF,2,6:20:00,6:22:00,7,ADIJ,AHMEDABAD JN.,SBIC,SABARMATI JN,1234567,220,550,780,1070
PNQ,PUNE,AI,817,12345,1,IXC,RAJIV GANDHI,1320,IST,273,4320,9860,x,52939,ADI - BTDF,3,6:55:00,7:05:00,21,ADIJ,AHMEDABAD JN.,GG,GANDHIGRAM,1234567,170,640,760,1080
PNQ,PUNE,9W,2451,1234567,1,DEL,DEVI AHILY BAI HOLKAR,525,IST,274,4870,9770,x,52939,ADI - BTDF,4,7:14:00,7:15:00,27,ADIJ,AHMEDABAD JN.,VTP,VASTRAPUR,1234567,160,470,750,990
PNQ,PUNE,9W,2574,1234567,1,HYD,DEVI AHILY BAI HOLKAR,2320,IST,275,4450,9730,x,52939,ADI - BTDF,5,7:22:00,7:23:00,30,ADIJ,AHMEDABAD JN.,SEJ,SARKHEJ,1234567,150,650,810,1060
PNQ,PUNE,6E,6698,1234567,2,DEL,CHANDIGARH,40,IST,276,3240,10900,x,52939,ADI - BTDF,6,8:02:00,8:03:00,53,ADIJ,AHMEDABAD JN.,VLA,BAVLA,1234567,160,490,680,910
PNQ,PUNE,G8,174,123457,2,DEL,CHANDIGARH,1130,IST,278,4740,9770,x,52939,ADI - BTDF,7,8:25:00,8:27:00,66,ADIJ,AHMEDABAD JN.,DOK,DHOLKA,2457,200,380,790,1040
PNQ,PUNE,6E,118,1234567,1,HYD,JAIPUR,2325,IST,279,3500,9200,x,52939,ADI - BTDF,8,8:55:00,8:56:00,84,ADIJ,AHMEDABAD JN.,KTGD,KOTHGANGAD,2457,230,380,730,1020
PNQ,PUNE,9W,2492,123457,1,IDR,JAIPUR,1530,IST,279,4470,10770,x,52939,ADI - BTDF,9,9:20:00,9:21:00,91,ADIJ,AHMEDABAD JN.,AEJ,ARNEJ,134567,150,540,810,1040
PNQ,PUNE,S2,4494,2,2,CCU,JAIPUR,255,IST,279,4860,9190,x,52939,ADI - BTDF,10,9:30:00,9:31:00,96,ADIJ,AHMEDABAD JN.,LHBK,LOTHAL BHURK,134567,280,340,690,910
PNQ,PUNE,9W,618,123457,1,BOM,JAIPUR,1050,IST,280,3350,10540,x,52939,ADI - BTDF,11,10:06:00,10:07:00,129,ADIJ,AHMEDABAD JN.,DCK,DHANDHUKA,2,170,450,760,1020
PNQ,PUNE,9W,371,1234567,2,DEL,JAIPUR,750,IST,280,4650,10080,x,52939,ADI - BTDF,12,10:23:00,10:24:00,146,ADIJ,AHMEDABAD JN.,BNH,BHIMNATH,2,230,370,780,1060
PNQ,PUNE,6E,807,1234567,2,BLR,JAIPUR,2345,IST,282,4080,8170,x,52939,ADI - BTDF,13,10:39:00,10:40:00,158,ADIJ,AHMEDABAD JN.,JIL,JALILA ROAD,1234567,150,460,670,1000
PNQ,PUNE,G8,284,1234567,1,NAG,JAIPUR,2205,IST,284,3140,10120,x,52939,ADI - BTDF,14,11:15:00,0:00:00,175,ADIJ,AHMEDABAD JN.,BTDF,BOTAD JN (MG,1234567,220,560,820,930
PNQ,PUNE,G8,284,1234567,2,BLR,JAIPUR,2230,IST,287,3960,9100,x,53139,KOAA JSME PG,2,22:54:00,22:55:00,18,KOAA,KOLKATA,BP,BARRACKPORE,136,280,630,680,1020
PNQ,PUNE,G8,283,1234567,2,NAG,CHAUDARY CHARAN SINGH,740,IST,287,3940,9040,x,53139,KOAA JSME PG,3,23:33:00,23:35:00,33,KOAA,KOLKATA,NH,NAIHATI JN.,2457,300,540,720,960
PNQ,PUNE,9W,2847,26,1,BLR,CHENNAI,1705,IST,288,3710,9590,x,53139,KOAA JSME PG,4,0:03:00,0:05:00,42,KOAA,KOLKATA,BDC,BANDEL JN.,1234567,200,560,720,950
PNQ,PUNE,6E,502,123457,1,MAA,CHENNAI,1030,IST,288,3270,9400,x,53139,KOAA JSME PG,5,1:23:00,1:25:00,109,KOAA,KOLKATA,BWN,BARDDHAMAN J,1234567,260,470,680,1070
PNQ,PUNE,6E,391,1234567,2,BLR,CHENNAI,720,IST,289,4770,8190,x,53139,KOAA JSME PG,6,2:01:00,2:02:00,156,KOAA,KOLKATA,PAN,PANA GARH,1234567,190,370,760,1030
PNQ,PUNE,9W,363,1234567,2,CJB,CHENNAI,2355,IST,290,4860,10840,x,53139,KOAA JSME PG,7,2:15:00,2:17:00,172,KOAA,KOLKATA,DGR,DURGAPUR,1234567,150,630,830,960
